Atualizado em: 2025-01-27
"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"ARG - AEROLINEAS ARGENTINAS S/A";"7570";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"6,67";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7773";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7491";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"12,9";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7636";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"17";"0";"2,94";"2,94"
"ARG - AEROLINEAS ARGENTINAS S/A";"7661";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7683";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"12,9";"6,45"
"ARG - AEROLINEAS ARGENTINAS S/A";"7714";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"14";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7578";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"29";"0";"8,62";"1,72"
"ARG - AEROLINEAS ARGENTINAS S/A";"7794";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"31";"0";"6,45";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7647";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"0";"3,33";"3,33"
"ARG - AEROLINEAS ARGENTINAS S/A";"7665";"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"10";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7676";"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7791";"SBPS";"PORTO SEGURO(BA, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"3";"0";"20";"20"
"ARG - AEROLINEAS ARGENTINAS S/A";"7790";"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"3,33";"3,33";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7603";"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"16";"6,25";"6,25";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"1279";"SBPS";"PORTO SEGURO(BA, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"6";"33,33";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7674";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"27";"0";"3,7";"3,7"
"ARG - AEROLINEAS ARGENTINAS S/A";"7615";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"16";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7569";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"3,33";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7695";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"3,23";"9,68";"3,23"
"ARG - AEROLINEAS ARGENTINAS S/A";"7523";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"14";"0";"3,7";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7713";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"2";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7727";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"4";"0";"50";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7733";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"29";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7681";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"29";"0";"17,24";"6,9"
"ARG - AEROLINEAS ARGENTINAS S/A";"7625";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"16,13";"3,23"
"ARG - AEROLINEAS ARGENTINAS S/A";"7749";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"22";"0";"15,91";"11,36"
"ARG - AEROLINEAS ARGENTINAS S/A";"7671";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"15";"0";"3,33";"3,33"
"ARG - AEROLINEAS ARGENTINAS S/A";"7669";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"6,67";"6,67"
"ARG - AEROLINEAS ARGENTINAS S/A";"7562";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"6,45";"6,45";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7581";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"13,33";"6,67"
"ARG - AEROLINEAS ARGENTINAS S/A";"7655";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"15";"6,67";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7541";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7529";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"12,9";"9,68"
"ARG - AEROLINEAS ARGENTINAS S/A";"7696";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"13";"38,46";"30,77";"15,38"
"ARG - AEROLINEAS ARGENTINAS S/A";"7765";"SBSP";"CONGONHAS(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"9";"0";"17,65";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7539";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"23";"0";"4,35";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7579";"SBSP";"CONGONHAS(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"12";"0";"25";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7741";"SBSP";"CONGONHAS(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"16";"6,45";"29,03";"6,45"
"ARG - AEROLINEAS ARGENTINAS S/A";"7705";"SBSP";"CONGONHAS(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"22";"2,27";"22,73";"11,36"
"ARG - AEROLINEAS ARGENTINAS S/A";"7509";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"16";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7540";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"30";"0";"10";"10"
"ARG - AEROLINEAS ARGENTINAS S/A";"7564";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"30";"0";"3,33";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7568";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7580";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"30";"0";"6,67";"3,33"
"ARG - AEROLINEAS ARGENTINAS S/A";"7583";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"30";"0";"6,67";"6,67"
"ARG - AEROLINEAS ARGENTINAS S/A";"7588";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"30";"0";"3,33";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7511";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"25";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7497";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"12";"0";"5,71";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7487";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"14";"0";"14,81";"7,41"
"ARG - AEROLINEAS ARGENTINAS S/A";"1221";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"27";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7601";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"24";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7607";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"22";"2,33";"6,98";"2,33"
"ARG - AEROLINEAS ARGENTINAS S/A";"7667";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"11";"0";"18,18";"9,09"
"ARG - AEROLINEAS ARGENTINAS S/A";"7687";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"26";"0";"15,38";"7,69"
"ARG - AEROLINEAS ARGENTINAS S/A";"7737";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"4";"0";"25";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7753";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"34,48";"31,03"
"ARG - AEROLINEAS ARGENTINAS S/A";"7789";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"2";"0";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7657";"SBTE";"SENADOR PETRÔNIO PORTELLA(PI, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"3,45";"3,45"
"ARG - AEROLINEAS ARGENTINAS S/A";"7479";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"3,7";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7559";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"3,33";"3,33"
"ARG - AEROLINEAS ARGENTINAS S/A";"7627";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"10";"0";"5,26";"5,26"
"ARG - AEROLINEAS ARGENTINAS S/A";"7555";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"29";"0";"13,79";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7499";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"6,45";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7617";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"12,9";"9,68"
"ARG - AEROLINEAS ARGENTINAS S/A";"7495";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"20";"5";"5";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"1151";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"4";"100";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"1153";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"2";"100";"0";"0"
"ARG - AEROLINEAS ARGENTINAS S/A";"7751";"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"7";"0";"14,29";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"6441";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"SKBO";"EL DORADO INTERNATIONAL AIRPORT(COLÔMBIA)";"16";"0";"6,45";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4759";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"9,68";"3,23"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4632";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"6";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4603";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"1";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4602";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4607";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4612";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"9";"0";"22,22";"22,22"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4611";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4699";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"13,79";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4665";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"15";"0";"33,33";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4632";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"7";"0";"14,29";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4621";"SBAR";"SANTA MARIA(SE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4605";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"29";"0";"17,24";"10,34"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4687";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"17,86";"7,14"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4604";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"26";"0";"11,54";"7,69"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4601";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"16";"0";"6,45";"3,23"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4620";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"1";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4634";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"16";"0";"25";"6,25"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4615";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4606";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"6,67";"10";"10"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4736";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"27";"11,11";"7,41";"7,41"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4604";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"2";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4553";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"1";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4323";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"26";"7,69";"3,85";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4545";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"1";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4750";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"12";"0";"16,67";"16,67"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4618";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"30";"6,67";"10";"3,33"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4621";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"7";"0";"14,29";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4321";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"15";"0";"33,33";"26,67"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4663";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"12";"0";"16,67";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4616";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"4";"0";"0";"0"
"AVA - AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA";"4659";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"3,23";"3,23";"3,23"
